VR_ID,Province,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,Neighbourhood_id,Dwelling_id
VR_1,Nfld.Lab.,0.0,0.0,0.0,0.0,0.0,2018,centre1,Zone1,Neighbourhood1,Dwelling1
VR_2,Nfld.Lab.,0.0,3.9,6.4,5.2,5.6,2018,centre1,Zone1,Neighbourhood1,Dwelling2
VR_3,Nfld.Lab.,0.0,0.0,0.0,0.0,1.5,2018,centre1,Zone2,Neighbourhood2,Dwelling1
VR_4,Nfld.Lab.,3.9,6.1,6.1,0.0,6.2,2018,centre1,Zone2,Neighbourhood2,Dwelling2
VR_5,Nfld.Lab.,0.0,0.0,0.0,0.0,0.0,2018,centre1,Zone3,Neighbourhood3,Dwelling1
VR_6,Nfld.Lab.,0.0,4.5,0.0,0.0,0.0,2018,centre1,Zone3,Neighbourhood3,Dwelling2
VR_7,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone4,Neighbourhood4,Dwelling1
VR_8,N.S.,0.7,1.1,1.1,1.4,1.1,2018,centre2,Zone4,Neighbourhood4,Dwelling2
VR_9,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone4,Neighbourhood5,Dwelling1
VR_10,N.S.,1.2,0.8,1.4,1.2,1.1,2018,centre2,Zone4,Neighbourhood5,Dwelling2
VR_11,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone4,Neighbourhood6,Dwelling1
VR_12,N.S.,1.6,1.1,0.7,0.0,1.1,2018,centre2,Zone4,Neighbourhood6,Dwelling2
VR_13,N.S.,0.0,0.0,0.0,0.0,2.3,2018,centre2,Zone5,Neighbourhood7,Dwelling1
VR_14,N.S.,0.6,1.1,0.8,0.0,1.1,2018,centre2,Zone5,Neighbourhood7,Dwelling2
VR_15,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone5,Neighbourhood8,Dwelling1
VR_16,N.S.,0.0,0.2,1.6,0.0,1.1,2018,centre2,Zone5,Neighbourhood8,Dwelling2
VR_17,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone6,Neighbourhood9,Dwelling1
VR_18,N.S.,0.0,0.0,0.4,0.0,0.3,2018,centre2,Zone6,Neighbourhood9,Dwelling2
VR_19,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone6,Neighbourhood10,Dwelling1
VR_20,N.S.,0.0,1.2,1.6,1.1,1.4,2018,centre2,Zone6,Neighbourhood10,Dwelling2
VR_21,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone7,Neighbourhood11,Dwelling1
VR_22,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone7,Neighbourhood11,Dwelling2
VR_23,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone7,Neighbourhood12,Dwelling1
VR_24,N.S.,0.0,2.8,1.4,0.0,1.7,2018,centre2,Zone7,Neighbourhood12,Dwelling2
VR_25,N.S.,0.0,0.0,0.0,0.7,0.5,2018,centre2,Zone7,Neighbourhood13,Dwelling1
VR_26,N.S.,1.4,0.9,0.7,0.5,0.8,2018,centre2,Zone7,Neighbourhood13,Dwelling2
VR_27,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone7,Neighbourhood14,Dwelling1
VR_28,N.S.,0.0,0.7,1.5,0.8,1.2,2018,centre2,Zone7,Neighbourhood14,Dwelling2
VR_29,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone8,Neighbourhood15,Dwelling1
VR_30,N.S.,0.0,0.5,0.0,0.0,1.5,2018,centre2,Zone8,Neighbourhood15,Dwelling2
VR_31,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone8,Neighbourhood16,Dwelling1
VR_32,N.S.,0.0,0.3,0.4,0.0,0.6,2018,centre2,Zone8,Neighbourhood16,Dwelling2
VR_33,N.S.,0.0,0.0,0.0,5.9,0.0,2018,centre2,Zone8,Neighbourhood17,Dwelling1
VR_34,N.S.,2.8,5.3,3.8,0.0,4.4,2018,centre2,Zone8,Neighbourhood17,Dwelling2
VR_35,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone9,Neighbourhood18,Dwelling1
VR_36,N.S.,0.0,2.4,3.0,2.7,3.0,2018,centre2,Zone9,Neighbourhood18,Dwelling2
VR_37,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone9,Neighbourhood19,Dwelling1
VR_38,N.S.,0.0,1.9,0.7,0.0,1.0,2018,centre2,Zone9,Neighbourhood19,Dwelling2
VR_39,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone10,Neighbourhood20,Dwelling1
VR_40,N.S.,0.0,2.0,0.6,0.0,0.8,2018,centre2,Zone10,Neighbourhood20,Dwelling2
VR_41,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone10,Neighbourhood21,Dwelling1
VR_42,N.S.,0.0,1.7,2.5,5.6,2.6,2018,centre2,Zone10,Neighbourhood21,Dwelling2
VR_43,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone10,Neighbourhood22,Dwelling1
VR_44,N.S.,0.0,0.0,1.3,0.0,1.2,2018,centre2,Zone10,Neighbourhood22,Dwelling2
VR_45,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone11,Neighbourhood23,Dwelling1
VR_46,N.S.,0.0,0.5,1.3,0.4,1.1,2018,centre2,Zone11,Neighbourhood23,Dwelling2
VR_47,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone12,Neighbourhood24,Dwelling1
VR_48,N.S.,0.0,0.8,2.2,3.0,2.0,2018,centre2,Zone12,Neighbourhood24,Dwelling2
VR_49,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood25,Dwelling1
VR_50,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood25,Dwelling2
VR_51,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood26,Dwelling1
VR_52,N.S.,0.0,0.0,3.2,0.0,3.1,2018,centre2,Zone3,Neighbourhood26,Dwelling2
VR_53,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood27,Dwelling1
VR_54,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood27,Dwelling2
VR_55,N.S.,0.0,0.0,0.0,37.5,0.0,2018,centre2,Zone3,Neighbourhood28,Dwelling1
VR_56,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood28,Dwelling2
VR_57,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood29,Dwelling1
VR_58,N.S.,0.0,0.0,0.0,0.0,0.0,2018,centre2,Zone3,Neighbourhood29,Dwelling2
VR_59,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone13,Neighbourhood30,Dwelling1
VR_60,N.B.,0.0,0.0,1.7,0.0,1.9,2018,centre3,Zone13,Neighbourhood30,Dwelling2
VR_61,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone13,Neighbourhood31,Dwelling1
VR_62,N.B.,0.0,0.0,3.7,0.0,3.4,2018,centre3,Zone13,Neighbourhood31,Dwelling2
VR_63,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone14,Neighbourhood32,Dwelling1
VR_64,N.B.,1.1,0.8,3.9,0.0,2.5,2018,centre3,Zone14,Neighbourhood32,Dwelling2
VR_65,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone15,Neighbourhood33,Dwelling1
VR_66,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone15,Neighbourhood33,Dwelling2
VR_67,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone15,Neighbourhood34,Dwelling1
VR_68,N.B.,0.0,0.0,2.3,19.6,3.4,2018,centre3,Zone15,Neighbourhood34,Dwelling2
VR_69,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone15,Neighbourhood35,Dwelling1
VR_70,N.B.,3.1,4.4,2.8,0.0,3.1,2018,centre3,Zone15,Neighbourhood35,Dwelling2
VR_71,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone15,Neighbourhood36,Dwelling1
VR_72,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone15,Neighbourhood36,Dwelling2
VR_73,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone16,Neighbourhood37,Dwelling1
VR_74,N.B.,0.0,0.0,0.0,0.0,4.4,2018,centre3,Zone16,Neighbourhood37,Dwelling2
VR_75,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone16,Neighbourhood38,Dwelling1
VR_76,N.B.,0.0,0.0,0.7,0.0,0.6,2018,centre3,Zone16,Neighbourhood38,Dwelling2
VR_77,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone17,Neighbourhood39,Dwelling1
VR_78,N.B.,0.0,0.0,3.6,0.0,3.2,2018,centre3,Zone17,Neighbourhood39,Dwelling2
VR_79,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone18,Neighbourhood40,Dwelling1
VR_80,N.B.,0.0,1.0,0.8,0.0,0.8,2018,centre3,Zone18,Neighbourhood40,Dwelling2
VR_81,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone18,Neighbourhood41,Dwelling1
VR_82,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone18,Neighbourhood41,Dwelling2
VR_83,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone18,Neighbourhood42,Dwelling1
VR_84,N.B.,0.0,0.0,4.5,0.0,3.8,2018,centre3,Zone18,Neighbourhood42,Dwelling2
VR_85,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone3,Neighbourhood43,Dwelling1
VR_86,N.B.,0.0,0.0,0.0,0.0,3.1,2018,centre3,Zone3,Neighbourhood43,Dwelling2
VR_87,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone3,Neighbourhood44,Dwelling1
VR_88,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre3,Zone3,Neighbourhood44,Dwelling2
VR_89,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone19,Neighbourhood5,Dwelling1
VR_90,N.B.,2.6,0.0,0.0,0.0,0.0,2018,centre4,Zone19,Neighbourhood5,Dwelling2
VR_91,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone19,Neighbourhood45,Dwelling1
VR_92,N.B.,0.0,0.0,0.0,0.0,3.1,2018,centre4,Zone19,Neighbourhood45,Dwelling2
VR_93,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone20,Neighbourhood46,Dwelling1
VR_94,N.B.,0.0,0.0,1.1,0.0,2.3,2018,centre4,Zone20,Neighbourhood46,Dwelling2
VR_95,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone21,Neighbourhood47,Dwelling1
VR_96,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone21,Neighbourhood47,Dwelling2
VR_97,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone21,Neighbourhood8,Dwelling1
VR_98,N.B.,0.0,0.0,3.6,5.5,3.7,2018,centre4,Zone21,Neighbourhood8,Dwelling2
VR_99,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone21,Neighbourhood48,Dwelling1
VR_100,N.B.,0.0,1.4,0.0,0.0,1.9,2018,centre4,Zone21,Neighbourhood48,Dwelling2
VR_101,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone22,Neighbourhood49,Dwelling1
VR_102,N.B.,0.0,6.0,4.7,5.8,5.3,2018,centre4,Zone22,Neighbourhood49,Dwelling2
VR_103,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood50,Dwelling1
VR_104,N.B.,0.0,0.0,3.2,0.0,3.5,2018,centre4,Zone23,Neighbourhood50,Dwelling2
VR_105,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood51,Dwelling1
VR_106,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood51,Dwelling2
VR_107,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood52,Dwelling1
VR_108,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood52,Dwelling2
VR_109,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood53,Dwelling1
VR_110,N.B.,0.0,0.0,0.0,0.0,0.0,2018,centre4,Zone23,Neighbourhood53,Dwelling2
VR_111,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone24,Neighbourhood54,Dwelling1
VR_112,Que,0.0,0.0,2.1,0.0,2.0,2018,centre5,Zone24,Neighbourhood54,Dwelling2
VR_113,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone24,Neighbourhood55,Dwelling1
VR_114,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone24,Neighbourhood55,Dwelling2
VR_115,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone25,Neighbourhood56,Dwelling1
VR_116,Que,0.0,0.0,0.0,0.0,3.2,2018,centre5,Zone25,Neighbourhood56,Dwelling2
VR_117,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone25,Neighbourhood57,Dwelling1
VR_118,Que,0.0,0.0,5.0,0.0,5.9,2018,centre5,Zone25,Neighbourhood57,Dwelling2
VR_119,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone26,Neighbourhood58,Dwelling1
VR_120,Que,0.0,0.0,0.0,0.0,4.9,2018,centre5,Zone26,Neighbourhood58,Dwelling2
VR_121,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone26,Neighbourhood59,Dwelling1
VR_122,Que,0.0,4.7,0.0,0.0,0.0,2018,centre5,Zone26,Neighbourhood59,Dwelling2
VR_123,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone26,Neighbourhood60,Dwelling1
VR_124,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone26,Neighbourhood60,Dwelling2
VR_125,Que,0.0,0.0,0.0,0.0,0.0,2018,centre5,Zone27,Neighbourhood61,Dwelling1
VR_126,Que,0.0,0.0,4.7,4.1,5.2,2018,centre5,Zone27,Neighbourhood61,Dwelling2
VR_127,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone28,Neighbourhood62,Dwelling1
VR_128,Que,2.4,3.1,5.4,0.7,3.2,2018,centre6,Zone28,Neighbourhood62,Dwelling2
VR_129,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone28,Neighbourhood63,Dwelling1
VR_130,Que,0.0,0.0,0.4,0.0,0.1,2018,centre6,Zone28,Neighbourhood63,Dwelling2
VR_131,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone29,Neighbourhood64,Dwelling1
VR_132,Que,0.0,0.7,0.5,0.0,0.6,2018,centre6,Zone29,Neighbourhood64,Dwelling2
VR_133,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone29,Neighbourhood65,Dwelling1
VR_134,Que,0.0,0.7,0.0,0.4,0.0,2018,centre6,Zone29,Neighbourhood65,Dwelling2
VR_135,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone30,Neighbourhood66,Dwelling1
VR_136,Que,0.0,0.7,0.3,0.4,0.0,2018,centre6,Zone30,Neighbourhood66,Dwelling2
VR_137,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone31,Neighbourhood67,Dwelling1
VR_138,Que,0.0,0.7,0.0,0.0,5.3,2018,centre6,Zone31,Neighbourhood67,Dwelling2
VR_139,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone31,Neighbourhood68,Dwelling1
VR_140,Que,1.8,1.8,1.2,1.1,1.5,2018,centre6,Zone31,Neighbourhood68,Dwelling2
VR_141,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone31,Neighbourhood69,Dwelling1
VR_142,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone31,Neighbourhood69,Dwelling2
VR_143,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone31,Neighbourhood70,Dwelling1
VR_144,Que,1.0,1.4,0.0,0.0,0.0,2018,centre6,Zone31,Neighbourhood70,Dwelling2
VR_145,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone32,Neighbourhood71,Dwelling1
VR_146,Que,2.8,2.3,1.6,1.2,2.0,2018,centre6,Zone32,Neighbourhood71,Dwelling2
VR_147,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone32,Neighbourhood72,Dwelling1
VR_148,Que,0.0,0.0,0.0,0.7,0.0,2018,centre6,Zone32,Neighbourhood72,Dwelling2
VR_149,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone32,Neighbourhood73,Dwelling1
VR_150,Que,0.0,0.6,0.5,0.0,0.6,2018,centre6,Zone32,Neighbourhood73,Dwelling2
VR_151,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone33,Neighbourhood74,Dwelling1
VR_152,Que,3.1,0.0,0.5,0.2,1.5,2018,centre6,Zone33,Neighbourhood74,Dwelling2
VR_153,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone34,Neighbourhood75,Dwelling1
VR_154,Que,4.4,0.0,0.6,0.0,1.5,2018,centre6,Zone34,Neighbourhood75,Dwelling2
VR_155,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone34,Neighbourhood76,Dwelling1
VR_156,Que,0.0,0.4,0.6,0.0,0.5,2018,centre6,Zone34,Neighbourhood76,Dwelling2
VR_157,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone34,Neighbourhood77,Dwelling1
VR_158,Que,0.0,0.0,0.1,0.0,0.5,2018,centre6,Zone34,Neighbourhood77,Dwelling2
VR_159,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone35,Neighbourhood78,Dwelling1
VR_160,Que,0.6,0.0,0.0,0.0,0.3,2018,centre6,Zone35,Neighbourhood78,Dwelling2
VR_161,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone35,Neighbourhood79,Dwelling1
VR_162,Que,0.0,0.0,0.0,0.2,0.0,2018,centre6,Zone35,Neighbourhood79,Dwelling2
VR_163,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone36,Neighbourhood80,Dwelling1
VR_164,Que,1.1,0.0,0.0,0.0,0.0,2018,centre6,Zone36,Neighbourhood80,Dwelling2
VR_165,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone37,Neighbourhood81,Dwelling1
VR_166,Que,0.0,1.3,0.0,0.0,0.0,2018,centre6,Zone37,Neighbourhood81,Dwelling2
VR_167,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone37,Neighbourhood82,Dwelling1
VR_168,Que,0.0,0.5,0.2,0.0,0.4,2018,centre6,Zone37,Neighbourhood82,Dwelling2
VR_169,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone38,Neighbourhood83,Dwelling1
VR_170,Que,0.0,0.0,0.0,0.0,4.0,2018,centre6,Zone38,Neighbourhood83,Dwelling2
VR_171,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone39,Neighbourhood84,Dwelling1
VR_172,Que,2.8,0.0,0.7,0.0,0.0,2018,centre6,Zone39,Neighbourhood84,Dwelling2
VR_173,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone39,Neighbourhood85,Dwelling1
VR_174,Que,2.8,3.0,2.1,0.0,2.4,2018,centre6,Zone39,Neighbourhood85,Dwelling2
VR_175,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone40,Neighbourhood86,Dwelling1
VR_176,Que,1.2,3.4,2.9,4.3,3.2,2018,centre6,Zone40,Neighbourhood86,Dwelling2
VR_177,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone41,Neighbourhood87,Dwelling1
VR_178,Que,0.0,4.9,3.3,0.0,4.3,2018,centre6,Zone41,Neighbourhood87,Dwelling2
VR_179,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone41,Neighbourhood88,Dwelling1
VR_180,Que,0.7,2.1,2.4,0.0,2.1,2018,centre6,Zone41,Neighbourhood88,Dwelling2
VR_181,Que,0.0,0.0,0.0,0.0,1.5,2018,centre6,Zone42,Neighbourhood89,Dwelling1
VR_182,Que,1.3,1.9,1.7,2.9,1.9,2018,centre6,Zone42,Neighbourhood89,Dwelling2
VR_183,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone42,Neighbourhood90,Dwelling1
VR_184,Que,0.0,0.0,0.7,0.0,0.5,2018,centre6,Zone42,Neighbourhood90,Dwelling2
VR_185,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone42,Neighbourhood91,Dwelling1
VR_186,Que,0.0,0.5,0.0,0.0,0.7,2018,centre6,Zone42,Neighbourhood91,Dwelling2
VR_187,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone43,Neighbourhood92,Dwelling1
VR_188,Que,1.4,1.0,1.2,0.0,1.2,2018,centre6,Zone43,Neighbourhood92,Dwelling2
VR_189,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone43,Neighbourhood93,Dwelling1
VR_190,Que,4.0,3.3,3.6,0.0,3.3,2018,centre6,Zone43,Neighbourhood93,Dwelling2
VR_191,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone43,Neighbourhood94,Dwelling1
VR_192,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone43,Neighbourhood94,Dwelling2
VR_193,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone44,Neighbourhood95,Dwelling1
VR_194,Que,4.2,1.3,0.7,0.2,0.9,2018,centre6,Zone44,Neighbourhood95,Dwelling2
VR_195,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,Neighbourhood96,Dwelling1
VR_196,Que,0.0,0.0,0.0,0.0,0.5,2018,centre6,Zone45,Neighbourhood96,Dwelling2
VR_197,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,Neighbourhood97,Dwelling1
VR_198,Que,0.0,2.9,3.8,2.1,3.4,2018,centre6,Zone45,Neighbourhood97,Dwelling2
VR_199,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,Neighbourhood98,Dwelling1
VR_200,Que,0.0,0.2,0.0,0.0,0.0,2018,centre6,Zone45,Neighbourhood98,Dwelling2
VR_201,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone46,Neighbourhood99,Dwelling1
VR_202,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone46,Neighbourhood99,Dwelling2
VR_203,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone46,Neighbourhood100,Dwelling1
VR_204,Que,0.0,0.0,0.0,1.4,0.0,2018,centre6,Zone46,Neighbourhood100,Dwelling2
VR_205,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone47,Neighbourhood101,Dwelling1
VR_206,Que,0.0,4.8,0.0,0.0,1.8,2018,centre6,Zone47,Neighbourhood101,Dwelling2
VR_207,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone48,Neighbourhood102,Dwelling1
VR_208,Que,5.8,5.9,1.4,0.2,2.2,2018,centre6,Zone48,Neighbourhood102,Dwelling2
VR_209,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,Neighbourhood103,Dwelling1
VR_210,Que,0.0,0.0,0.7,0.0,0.6,2018,centre6,Zone49,Neighbourhood103,Dwelling2
VR_211,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,Neighbourhood104,Dwelling1
VR_212,Que,0.0,1.7,0.0,0.0,1.7,2018,centre6,Zone49,Neighbourhood104,Dwelling2
VR_213,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,Neighbourhood105,Dwelling1
VR_214,Que,0.0,0.0,0.0,0.0,0.6,2018,centre6,Zone49,Neighbourhood105,Dwelling2
VR_215,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone50,Neighbourhood106,Dwelling1
VR_216,Que,0.0,0.0,0.2,0.0,0.2,2018,centre6,Zone50,Neighbourhood106,Dwelling2
VR_217,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone50,Neighbourhood107,Dwelling1
VR_218,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone50,Neighbourhood107,Dwelling2
VR_219,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Neighbourhood108,Dwelling1
VR_220,Que,0.0,0.0,0.4,0.0,0.3,2018,centre6,Zone51,Neighbourhood108,Dwelling2
VR_221,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Neighbourhood109,Dwelling1
VR_222,Que,0.0,6.3,2.0,0.0,2.5,2018,centre6,Zone51,Neighbourhood109,Dwelling2
VR_223,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Neighbourhood110,Dwelling1
VR_224,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Neighbourhood110,Dwelling2
VR_225,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood111,Dwelling1
VR_226,Que,0.0,0.8,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood111,Dwelling2
VR_227,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood112,Dwelling1
VR_228,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood112,Dwelling2
VR_229,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood113,Dwelling1
VR_230,Que,0.0,0.0,1.1,0.4,1.2,2018,centre6,Zone52,Neighbourhood113,Dwelling2
VR_231,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood114,Dwelling1
VR_232,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood114,Dwelling2
VR_233,Que,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Neighbourhood115,Dwelling1
